suburb,0p,25p,50p,75p,100p,count
BARRAGGA BAY,624800.0,902400.0,1180000.0,1465000.0,1750000.0,3
BARRENGARRY,935000.0,1930000.0,2750000.0,3020000.0,4350000.0,9
BARRETTS CREEK,575000.0,575000.0,575000.0,575000.0,575000.0,1
BARRINGELLA,1335000.0,1951250.0,2567500.0,3183750.0,3800000.0,2
BARRINGTON,260000.0,411500.0,620000.0,961875.0,1100000.0,8
BARRY,100000.0,140000.0,165000.0,237500.0,280000.0,7
BARWANG,540000.0,540000.0,540000.0,540000.0,540000.0,1
BASIN VIEW,28000.0,514000.0,630000.0,748750.0,990000.0,42
BASS HILL,225000.0,831000.0,930000.0,1080000.0,2875000.0,137
BATAR CREEK,1041000.0,1255750.0,1470500.0,1685250.0,1900000.0,2
BATEAU BAY,185000.0,765000.0,885000.0,1200000.0,3510000.0,251
BATEHAVEN,70000.0,367500.0,572500.0,738125.0,1900000.0,106
BATEMANS BAY,140000.0,370000.0,515000.0,642500.0,2050000.0,87
BATHURST,3300.0,369000.0,475000.0,609000.0,3400000.0,301
BATLOW,10000.0,157500.0,192500.0,252250.0,490000.0,40
BAULKHAM HILLS,24479.0,894250.0,1345000.0,1610000.0,4420000.0,643
BAW BAW,600000.0,795000.0,1045000.0,1281250.0,1435000.0,4
BAWLEY POINT,450000.0,907500.0,1490000.0,1862500.0,9000000.0,38
BAYVIEW,1360000.0,2273750.0,2900000.0,4392501.75,16000000.0,82
BEACON HILL,230000.0,1847000.0,2180000.0,2611250.0,4500000.0,118
BEACONSFIELD,540000.0,960000.0,1325000.0,1910000.0,6000000.0,53
BEAN CREEK,380000.0,420000.0,460000.0,507500.0,555000.0,3
BEAUMONT,1300000.0,1722500.0,2425000.0,2790000.0,3550000.0,6
BEAUMONT HILLS,13000.0,1297500.0,1510000.0,1656250.0,2150000.0,136
BECKOM,3500.0,17625.0,31750.0,45875.0,60000.0,2
BECTIVE,822000.0,853750.0,1012550.0,1235025.0,2700000.0,6
BEDGERABONG,1283.0,257570.75,651500.0,960000.0,960000.0,4
BEECHWOOD,15000.0,346250.0,602500.0,782500.0,1200000.0,26
BEECROFT,500000.0,1500000.0,2000000.0,2460000.0,5800000.0,189
BEELBANGERA,200000.0,282500.0,365000.0,447500.0,530000.0,2
BEGA,37777.0,408920.0,490000.0,650000.0,1490000.0,153
BELANGLO,2100000.0,2100000.0,2100000.0,2100000.0,2100000.0,1
BELBORA,485000.0,556250.0,740000.0,920000.0,980000.0,4
BELFIELD,350000.0,655000.0,807500.0,1562625.0,2600000.0,128
BELFORD,1350000.0,1950000.0,2550000.0,3150000.0,3750000.0,2
BELGRAVIA,550000.0,550000.0,550000.0,550000.0,550000.0,1
BELIMBLA PARK,700000.0,1065000.0,1257000.0,1610000.0,2300000.0,9
BELL,700000.0,718750.0,737500.0,756250.0,775000.0,2
BELLA VISTA,83000.0,1515000.0,1900000.0,2301000.0,4011000.0,157
BELLAMBI,222559.0,538250.0,656400.0,963750.0,1590000.0,68
BELLANGRY,775000.0,775000.0,775000.0,775000.0,775000.0,1
BELLATA,130000.0,141250.0,152500.0,163750.0,175000.0,2
BELLAWONGARAH,2300000.0,2375000.0,2587500.0,2875000.0,3175000.0,4
BELLBIRD,25000.0,195000.0,307000.0,537500.0,1500000.0,99
BELLBIRD HEIGHTS,220000.0,367500.0,505000.0,582500.0,940000.0,31
BELLBROOK,195000.0,205000.0,242500.0,315625.0,695000.0,6
BELLEVUE HILL,160000.0,1145000.0,2002000.0,5317500.0,30000000.0,355
BELLIMBOPINNI,925000.0,925000.0,925000.0,925000.0,925000.0,1
BELLINGEN,283334.0,699500.0,842000.0,1100000.0,3220000.0,87
BELLMOUNT FOREST,970000.0,1085000.0,1200000.0,1212500.0,1225000.0,3
BELMONT,323860.0,565000.0,723000.0,935000.0,9110000.0,189
BELMONT NORTH,100.0,600000.0,705000.0,860000.0,1690000.0,113
BELMONT SOUTH,365000.0,627000.0,695000.0,730000.0,987500.0,29
BELMORE,11000.0,526625.0,690000.0,1360000.0,2660000.0,270
BELMORE RIVER,475000.0,525000.0,575000.0,625000.0,675000.0,2
BELOKA,555000.0,555000.0,555000.0,555000.0,555000.0,1
BELROSE,9210.0,961750.0,1972500.0,2350000.0,14150000.0,158
BEMBOKA,190000.0,394875.0,475000.0,625000.0,1100000.0,27
BEN BULLEN,735000.0,735000.0,735000.0,735000.0,735000.0,1
BEN LOMOND,2310000.0,2310000.0,2310000.0,2310000.0,2310000.0,1
BENANDARAH,625000.0,625000.0,625000.0,625000.0,625000.0,1
BENDALONG,895000.0,1256250.0,1555775.5,1696637.75,1710000.0,6
BENDEMEER,130000.0,250000.0,280000.0,325000.0,365000.0,9
BENDICK MURRELL,475000.0,475000.0,475000.0,475000.0,475000.0,1
BENDOLBA,525000.0,577500.0,630000.0,735000.0,840000.0,3
BENDOURA,1450000.0,1450000.0,1450000.0,1450000.0,1450000.0,1
BENI,420000.0,420000.0,420000.0,420000.0,420000.0,1
BENNETTS GREEN,255000.0,400000.0,420000.0,580000.0,850000.0,5
BENSVILLE,300000.0,969000.0,1155000.0,1352500.0,2320000.0,47
BENTLEY,185000.0,611000.0,700000.0,820000.0,945000.0,5
BERALA,9250.0,681250.0,1204000.0,3350000.0,4600000.0,98
BERESFIELD,150000.0,432500.0,486000.0,600000.0,2600000.0,99
BERGALIA,700000.0,703750.0,817500.0,1010000.0,1250000.0,4
BERKELEY,52500.0,561250.0,660000.0,748750.0,5500000.0,146
BERKELEY VALE,145000.0,665000.0,772000.0,882500.0,2000000.0,239
BERKSHIRE PARK,1600000.0,1975000.0,2350000.0,2725000.0,3100000.0,2
BERMAGUI,150000.0,361500.0,675000.0,860000.0,2195000.0,77
BEROWRA,80000.0,1146250.0,1350000.0,1571375.0,1915000.0,70
BEROWRA HEIGHTS,226000.0,1100000.0,1290000.0,1500000.0,2520000.0,97
BEROWRA WATERS,303000.0,750000.0,950000.0,1485000.0,1950000.0,17
BERRAMBOOL,345000.0,420000.0,484000.0,665000.0,899000.0,21
BERRARA,201500.0,740000.0,820000.0,960000.0,1600000.0,21
BERRIDALE,160000.0,452500.0,556000.0,625750.0,1210000.0,34
BERRIGAL,478500.0,478500.0,478500.0,478500.0,478500.0,1
BERRIGAN,15000.0,147000.0,230000.0,280000.0,4150000.0,39
BERRILEE,2010000.0,2355000.0,2700000.0,3325000.0,3950000.0,3
BERRIMA,180000.0,1265000.0,1852000.0,3125000.0,6500000.0,35
BERRY,450000.0,1140000.0,1470000.0,1850000.0,17000000.0,93
BERRY MOUNTAIN,2200000.0,2200000.0,2200000.0,2200000.0,2200000.0,1
BERRY PARK,1320000.0,1660000.0,2000000.0,2628500.0,3257000.0,3
BERYL,550000.0,550000.0,550000.0,550000.0,550000.0,1
BETHUNGRA,22673.0,40000.0,55000.0,100000.0,150000.0,5
BEVENDALE,115000.0,127500.0,140000.0,152500.0,165000.0,2
BEVERLEY PARK,375000.0,1370000.0,1435000.0,1820000.0,3400000.0,29
BEVERLY HILLS,300000.0,854000.0,1236500.0,1498750.0,2270000.0,154
BEWONG,840000.0,1470000.0,2100000.0,2730000.0,3360000.0,2
BEXHILL,670000.0,714875.75,847500.0,940000.0,1320000.0,6
BEXLEY,230000.0,593750.0,915000.0,1490000.0,3300000.0,363
BEXLEY NORTH,580000.0,1067500.0,1426250.0,1632910.0,2400000.0,42
BIBBENLUKE,50000.0,122500.0,195000.0,267500.0,340000.0,2
BICKLEY VALE,4920000.0,4920000.0,4920000.0,4920000.0,4920000.0,1
BIDDON,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,2
BIDWILL,108627.0,550000.0,607000.0,642500.0,700000.0,31
BIELSDOWN HILLS,960000.0,960000.0,960000.0,960000.0,960000.0,1
BIG JACKS CREEK,2200000.0,2200000.0,2200000.0,2200000.0,2200000.0,1
BIG RIDGE,1420000.0,1420000.0,1420000.0,1420000.0,1420000.0,1
BIG SPRINGS,1350000.0,1512500.0,1675000.0,1725000.0,1775000.0,3
BIGGA,75000.0,277500.0,412500.0,483750.0,1260000.0,10
BILAMBIL,820000.0,902500.0,990000.0,1162500.0,2050000.0,7
BILAMBIL HEIGHTS,85000.0,306125.0,647000.0,856250.0,1500000.0,128
BILBUL,157500.0,314000.0,457000.0,512500.0,525000.0,7
BILGOLA,1260000.0,1260000.0,1260000.0,1260000.0,1260000.0,1
BILGOLA BEACH,50000.0,4836250.0,5300000.0,7268750.0,14500000.0,8
BILGOLA PLATEAU,930000.0,2147500.0,2500000.0,2791250.0,4265000.0,66
BILLIMARI,60000.0,70000.0,80000.0,140000.0,200000.0,3
BILLINUDGEL,580000.0,1175000.0,1725000.0,2150000.0,2900000.0,8
BILLYS CREEK,240000.0,363000.0,695000.0,800000.0,860000.0,5
BILLYWILLINGA,565000.0,650000.0,735000.0,785500.0,836000.0,3
BILPIN,596000.0,882500.0,1035000.0,1340250.0,2075000.0,14
BIMBI,100000.0,100000.0,100000.0,100000.0,100000.0,1
BIMBIMBIE,775000.0,775000.0,775000.0,775000.0,775000.0,1
BINALONG,290000.0,340000.0,410000.0,459000.0,772000.0,13
BINDA,405000.0,420000.0,435000.0,885000.0,925000.0,5
BINDERA,1770000.0,1877500.0,1985000.0,2092500.0,2200000.0,2
BINGARA,45000.0,154062.5,210000.0,278750.0,420000.0,58
BINGIE,917000.0,1208500.0,1500000.0,2075000.0,2650000.0,3
BINIGUY,50000.0,50000.0,50000.0,50000.0,50000.0,1
BINJURA,195000.0,675000.0,820000.0,860000.0,875000.0,9
BINNA BURRA,2400000.0,2750000.0,3100000.0,3450000.0,3800000.0,2
BINNAWAY,50000.0,105000.0,160000.0,200000.0,425000.0,17
BIRCHGROVE,10000.0,1933250.0,2895000.0,3645000.0,8170000.0,87
BIRDWOOD,525000.0,537500.0,550000.0,562500.0,575000.0,2
BIRGANBIGIL,240000.0,392500.0,545000.0,697500.0,850000.0,2
BIRMINGHAM GARDENS,100000.0,528750.0,602500.0,667500.0,1440000.0,59
BIRRONG,227500.0,850000.0,1020000.0,1250500.0,1630000.0,37
BISHOPS BRIDGE,432000.0,633000.0,870000.0,1055000.0,1100000.0,4
BITHRAMERE,3450000.0,3450000.0,3450000.0,3450000.0,3450000.0,1
BLACK CREEK,200000.0,299750.0,399500.0,499250.0,599000.0,2
BLACK HEAD,120000.0,572000.0,775000.0,899000.0,2900000.0,29
BLACK HILL,949000.0,1087500.0,1362500.0,1690000.0,1800000.0,6
BLACK MOUNTAIN,120000.0,450000.0,630000.0,720000.0,900000.0,5
BLACK RANGE,705000.0,716250.0,825000.0,937500.0,960000.0,4
BLACK SPRINGS,230000.0,293000.0,329000.0,460000.0,620000.0,7
BLACKALLS PARK,140000.0,495000.0,586000.0,693750.0,1320000.0,74
BLACKBUTT,175000.0,592000.0,760000.0,940000.0,2300000.0,61
BLACKETT,450000.0,557500.0,605000.0,654000.0,865000.0,51
BLACKHEATH,99000.0,607500.0,750000.0,961250.0,1980000.0,168
BLACKMANS FLAT,725000.0,725000.0,725000.0,725000.0,725000.0,1
BLACKSMITHS,130000.0,635000.0,785000.0,1165000.0,1700000.0,37
BLACKTOWN,8000.0,580000.0,755000.0,900000.0,2200000.0,1078
BLACKVILLE,90000.0,182500.0,275000.0,1197500.0,2120000.0,3
BLACKWALL,325000.0,681250.0,803750.0,991250.0,3208888.0,58
BLAIR ATHOL,130000.0,773000.0,880000.0,950000.0,1100000.0,33
BLAIRMOUNT,637000.0,681000.0,685000.0,892000.0,935000.0,5
BLAKEBROOK,250000.0,468750.0,687500.0,768750.0,850000.0,3
BLAKEHURST,35000.0,1200000.0,1700000.0,2200000.0,8400000.0,175
BLAKNEY CREEK,725000.0,725000.0,725000.0,725000.0,725000.0,1
BLANDFORD,27500.0,362500.0,435000.0,640000.0,1560000.0,8
BLAXLAND,60000.0,759000.0,871000.0,1057150.0,1780000.0,140
BLAXLANDS CREEK,170000.0,325000.0,480000.0,660000.0,840000.0,3
BLAXLANDS RIDGE,250000.0,1010000.0,1300000.0,1438500.0,1517000.0,11
BLAYNEY,77000.0,330000.0,425000.0,500000.0,2175000.0,93
BLIGH PARK,13918.0,656750.0,792000.0,937250.0,1950000.0,119
BLIGHTY,480000.0,480000.0,480000.0,480000.0,480000.0,1
BLUE BAY,2060.0,791750.0,1255000.0,1960000.0,5760000.0,48
BLUE HAVEN,10000.0,570775.0,646500.0,719437.5,1450000.0,166
BLUE KNOB,207000.0,347000.0,390000.0,520000.0,801000.0,5
BLUEYS BEACH,450000.0,555000.0,795000.0,1650000.0,3995000.0,25
BOAMBEE,395000.0,766250.0,942500.0,1395000.0,1850000.0,22
BOAMBEE EAST,230000.0,550000.0,610000.0,729250.0,925000.0,108
BOAT HARBOUR,350000.0,665000.0,805000.0,915000.0,1471000.0,37
BOBADAH,375000.0,375000.0,375000.0,375000.0,375000.0,1
BOBIN,383000.0,465000.0,500000.0,542500.0,934500.0,6
BOBS CREEK,750000.0,750000.0,750000.0,750000.0,750000.0,1
BOBS FARM,100000.0,650000.0,1140000.0,1205000.0,2200000.0,9
BOCOBLE,480500.0,495125.0,517500.0,596250.0,780000.0,4
BOCOBRA,565000.0,688750.0,812500.0,936250.0,1060000.0,2
BODALLA,350000.0,564500.0,693500.0,995000.0,1300000.0,11
BODANGORA,300000.0,300000.0,300000.0,300000.0,300000.0,1
BOEILL CREEK,203500.0,212456.0,221412.0,441956.0,662500.0,3
BOGAN GATE,18000.0,46462.5,95000.0,165250.0,275000.0,10
BOGANGAR,171250.0,678125.0,845050.0,1143750.0,2125000.0,78
BOGEE,416000.0,450000.0,659000.0,810000.0,810000.0,5
BOGGABILLA,20000.0,44500.0,50000.0,124500.0,480000.0,11
BOGGABRI,20000.0,180000.0,217500.0,253312.5,635000.0,32
BOHNOCK,1140000.0,1140000.0,1140000.0,1140000.0,1140000.0,1
BOLARO,325000.0,422500.0,520000.0,535000.0,550000.0,3
BOLIVIA,220000.0,465000.0,710000.0,785000.0,860000.0,3
BOLONG,1300000.0,1375000.0,1450000.0,1525000.0,1600000.0,2
BOLTON POINT,207500.0,535000.0,677000.0,867500.0,2675000.0,39
BOLWARRA,120000.0,672000.0,862500.0,1125000.0,2200000.0,40
BOLWARRA HEIGHTS,219000.0,636250.0,807500.0,1068750.0,2140000.0,86
BOMADERRY,15000.0,400000.0,525000.0,645000.0,1516100.0,171
BOMBAH POINT,380000.0,380000.0,380000.0,380000.0,380000.0,1
BOMBALA,40000.0,230000.0,280000.0,349750.0,1450000.0,43
BOMBAY,700000.0,1075000.0,1450000.0,1522500.0,1595000.0,3
BOMBIRA,248000.0,400875.0,1150000.0,1320000.0,1675000.0,20
BOMBO,950000.0,1175000.0,1400000.0,1525000.0,1650000.0,3
BOMBOWLEE,100000.0,164560.0,368040.0,593750.0,725000.0,4
BONALBO,20000.0,190000.0,215000.0,255000.0,600000.0,19
BONDI,5000.0,1067625.0,1445000.0,2662500.0,13000000.0,344
BONDI BEACH,52000.0,1197500.0,1655000.0,3281250.0,26000000.0,440
BONDI JUNCTION,94806.0,1017500.0,1647500.0,2500000.0,8400000.0,388
BONNELLS BAY,309000.0,560000.0,680000.0,810000.0,1790000.0,127
BONNET BAY,1095000.0,1275000.0,1506000.0,1710000.0,2160000.0,40
BONNY HILLS,229000.0,640000.0,800000.0,940000.0,2400000.0,89
BONNYRIGG,9200.0,570000.0,763000.0,883000.0,1903000.0,125
BONNYRIGG HEIGHTS,221250.0,728750.0,889500.0,1090000.0,1570000.0,54
BONSHAW,150000.0,150000.0,150000.0,150000.0,150000.0,1
BONVILLE,70000.0,625000.0,785000.0,990000.0,1850000.0,61
BOOERIE CREEK,740000.0,747500.0,825000.0,1125000.0,1800000.0,4
BOOKER BAY,455000.0,800000.0,1025000.0,1313750.0,3750000.0,66
BOOKHAM,25000.0,1318750.0,2612500.0,3906250.0,5200000.0,2
BOOLAMBAYTE,620000.0,660000.0,700000.0,812500.0,925000.0,3
BOOLAROO,120000.0,518000.0,700000.0,850000.0,1300000.0,69
BOOMERANG BEACH,210000.0,441000.0,622500.0,1243750.0,4350000.0,30
BOOMEY,6811780.0,6811780.0,6811780.0,6811780.0,6811780.0,1
BOOMI,15000.0,60000.0,105000.0,202500.0,300000.0,3
