suburb,0p,25p,50p,75p,100p,count
AARONS PASS,180000.0,208750.0,237500.0,266250.0,295000.0,2
ABBOTSBURY,415000.0,561250.0,673500.0,795500.0,1247000.0,38
ABBOTSFORD,24150.0,562250.0,685000.0,988000.0,3180000.0,101
ABERCROMBIE,225000.0,306875.0,352750.0,383125.0,500000.0,20
ABERCROMBIE RIVER,260000.0,260000.0,260000.0,260000.0,260000.0,1
ABERDARE,38000.0,180000.0,235000.0,275000.0,350000.0,57
ABERDEEN,37000.0,251250.0,300000.0,383375.0,855000.0,30
ABERGLASSLYN,163000.0,357625.0,414500.0,471750.0,615000.0,80
ABERMAIN,120000.0,178000.0,200000.0,257500.0,755000.0,46
ABERNETHY,96000.0,217500.0,319000.0,360000.0,588000.0,7
ACACIA GARDENS,143333.0,438000.0,475000.0,511107.5,660000.0,75
ADAMINABY,70000.0,152500.0,180000.0,202500.0,250000.0,7
ADAMSTOWN,100000.0,330000.0,391000.0,501000.0,1225000.0,153
ADAMSTOWN HEIGHTS,58100.0,370000.0,415500.0,512125.0,1200000.0,102
ADELONG,102000.0,146250.0,202750.0,245000.0,285000.0,12
AGNES BANKS,337500.0,405250.0,495750.0,793750.0,1050000.0,10
AIRDS,152000.0,222500.0,240000.0,246500.0,270000.0,7
AKOLELE,326000.0,352000.0,378000.0,404000.0,430000.0,2
ALBION PARK,37000.0,329250.0,374500.0,429712.5,21800000.0,242
ALBION PARK RAIL,12000.0,275000.0,319000.0,345000.0,715000.0,106
ALBURY,4995.0,231250.0,318000.0,395000.0,780000.0,138
ALDAVILLA,260000.0,309250.0,370500.0,448750.0,650000.0,8
ALEXANDRIA,5900.0,395000.0,499995.0,580000.0,4125000.0,648
ALFORDS POINT,270000.0,700000.0,740000.0,823125.0,1150000.0,40
ALICE,265000.0,265000.0,265000.0,265000.0,265000.0,1
ALISON,780000.0,847500.0,915000.0,982500.0,1050000.0,2
ALLAMBIE HEIGHTS,285000.0,751250.0,880000.0,978750.0,2100000.0,110
ALLANDALE,515000.0,572500.0,630000.0,687500.0,745000.0,2
ALLAWAH,30000.0,371250.0,420000.0,485000.0,1284000.0,138
ALLGOMERA,244120.0,302905.0,328750.0,343750.0,370000.0,4
ALLWORTH,212000.0,245250.0,278500.0,311750.0,345000.0,2
ALPINE,835000.0,835000.0,835000.0,835000.0,835000.0,1
ALSTONVALE,625000.0,638125.0,668600.0,708525.0,750000.0,4
ALSTONVILLE,22500.0,310000.0,400000.0,467500.0,730000.0,114
ALUMY CREEK,457500.0,457500.0,457500.0,457500.0,457500.0,1
AMAROO,462000.0,462000.0,462000.0,462000.0,462000.0,1
AMBARVALE,153000.0,257000.0,283500.0,318625.0,475000.0,92
ANAMBAH,1100000.0,1100000.0,1100000.0,1100000.0,1100000.0,1
ANEMBO,120000.0,189500.0,259000.0,328500.0,398000.0,2
ANGLEDALE,299000.0,299000.0,299000.0,299000.0,299000.0,1
ANGLERS REACH,90000.0,165000.0,205000.0,205000.0,265000.0,5
ANGOURIE,150000.0,383750.0,614000.0,692000.0,1500000.0,6
ANNA BAY,50000.0,317750.0,365000.0,440000.0,1000000.0,83
ANNANDALE,11000.0,650000.0,850000.0,1104500.0,4860000.0,234
ANNANGROVE,910000.0,1093750.0,1187500.0,1386500.0,1760000.0,16
APPIN,132900.0,314375.0,377500.0,511250.0,780000.0,38
APSLEY,122500.0,122500.0,122500.0,122500.0,122500.0,1
ARAKOON,445000.0,480500.0,540000.0,612250.0,660000.0,6
ARCADIA,319930.0,829375.0,1097500.0,1393750.0,3220000.0,12
ARCADIA VALE,195000.0,285000.0,325000.0,465000.0,1469000.0,21
ARDGLEN,100000.0,100000.0,100000.0,100000.0,100000.0,1
ARDLETHAN,5000.0,23750.0,46500.0,84750.0,115000.0,8
ARGENTON,218000.0,255000.0,275000.0,315000.0,4000000.0,23
ARGENTS HILL,340000.0,348750.0,357500.0,366250.0,375000.0,2
ARIAH PARK,16000.0,57500.0,82500.0,100000.0,127500.0,6
ARMIDALE,59000.0,230000.0,289000.0,370000.0,3948588.0,457
ARNCLIFFE,240000.0,425000.0,570000.0,676000.0,1165000.0,141
ARNDELL PARK,290000.0,340250.0,390500.0,420250.0,450000.0,3
ARRAWARRA,380000.0,392000.0,404000.0,416000.0,428000.0,2
ARRAWARRA HEADLAND,450000.0,478500.0,609500.0,782500.0,850000.0,6
ARTARMON,250000.0,544000.0,595000.0,938500.0,3730980.0,195
ARTHURVILLE,425000.0,425000.0,425000.0,425000.0,425000.0,1
ASHBURY,340000.0,740500.0,854000.0,942750.0,1320000.0,34
ASHBY,295000.0,326875.0,408750.0,449375.0,660000.0,6
ASHBY HEIGHTS,275000.0,275000.0,275000.0,275000.0,275000.0,1
ASHBY ISLAND,600000.0,600000.0,600000.0,600000.0,600000.0,1
ASHCROFT,9200.0,281000.0,300000.0,310000.0,370000.0,41
ASHFIELD,7100.0,390000.0,461000.0,635000.0,3350000.0,457
ASHFORD,50000.0,80000.0,132500.0,212500.0,1750000.0,14
ASHLEY,65000.0,137500.0,210000.0,260000.0,310000.0,3
ASHMONT,80000.0,126250.0,160000.0,232375.0,425000.0,78
ASHTONFIELD,6795.0,356250.0,391000.0,452500.0,627000.0,79
ASQUITH,435000.0,527500.0,580000.0,718750.0,961000.0,50
ATTUNGA,120000.0,153750.0,187500.0,213750.0,240000.0,3
AUBURN,30000.0,296750.0,370000.0,457500.0,1935000.0,656
AUBURN VALE,264000.0,356625.0,396250.0,506250.0,810000.0,4
AUSTINMER,130000.0,577500.0,683500.0,820000.0,1580000.0,52
AUSTRAL,42500.0,531250.0,845000.0,1112500.0,1430000.0,20
AUSTRAL EDEN,310000.0,447500.0,585000.0,967500.0,1350000.0,3
AVALON,257.0,700000.0,921250.0,1281875.0,5100000.0,272
AVOCA,665000.0,801875.0,1073750.0,1387500.0,1650000.0,4
AVOCA BEACH,140000.0,457500.0,575000.0,770250.0,3125000.0,99
AVONDALE,849000.0,915500.0,982000.0,1048500.0,1115000.0,2
AVONSIDE,500000.0,500000.0,500000.0,500000.0,500000.0,1
AWABA,268000.0,274000.0,327250.0,409375.0,467500.0,6
BAAN BAA,50000.0,91000.0,132000.0,141000.0,150000.0,3
BADGERYS CREEK,750000.0,800000.0,850000.0,855000.0,860000.0,3
BAERAMI,295000.0,361250.0,427500.0,493750.0,560000.0,2
BAGO,630000.0,630000.0,630000.0,630000.0,630000.0,1
BAKERS SWAMP,160000.0,160000.0,160000.0,160000.0,160000.0,1
BALACLAVA,265000.0,290000.0,332000.0,361000.0,475000.0,9
BALCOLYN,54000.0,284000.0,368000.0,465000.0,860000.0,19
BALD HILLS,152500.0,383125.0,461000.0,621500.0,1100000.0,4
BALDRY,475000.0,475000.0,475000.0,475000.0,475000.0,1
BALGOWLAH,1420.0,500000.0,755000.0,1202500.0,6500000.0,367
BALGOWLAH HEIGHTS,11000.0,1396000.0,1687500.0,2180000.0,4715000.0,57
BALGOWNIE,114000.0,385000.0,433900.0,538750.0,2350000.0,90
BALLADORAN,500.0,500.0,500.0,500.0,500.0,1
BALLALABA,505000.0,505000.0,505000.0,505000.0,505000.0,1
BALLDALE,18000.0,106500.0,145500.0,165000.0,340000.0,6
BALLIMORE,250000.0,250000.0,250000.0,250000.0,250000.0,1
BALLINA,50000.0,315000.0,366750.0,464250.0,1200000.0,158
BALMAIN,178000.0,710000.0,930000.0,1303750.0,5200000.0,310
BALMAIN EAST,275000.0,591500.0,1075000.0,1961250.0,3750000.0,48
BALMORAL,62000.0,328750.0,372500.0,416250.0,890000.0,26
BALRANALD,30000.0,87500.0,120000.0,200000.0,260000.0,15
BANDON GROVE,298000.0,475000.0,500000.0,620000.0,3000000.0,5
BANGALEE,478000.0,500000.0,510000.0,608750.0,715000.0,10
BANGALOW,5900.0,525000.0,610000.0,702500.0,1225000.0,40
BANGOR,35000.0,530000.0,617500.0,690000.0,1140000.0,97
BANKSIA,100.0,422499.75,551500.0,661250.0,950000.0,56
BANKSMEADOW,8000.0,362000.0,622500.0,776250.0,810000.0,4
BANKSTOWN,4000.0,281000.0,326000.0,445000.0,3795964.0,705
BANNABY,152000.0,152000.0,152000.0,152000.0,152000.0,1
BANORA POINT,4350.0,373000.0,431000.0,516000.0,4999999.0,319
BAR BEACH,225000.0,320000.0,849000.0,1450000.0,2350000.0,41
BAR POINT,195000.0,273500.0,352000.0,356000.0,360000.0,3
BARADINE,25000.0,64000.0,91000.0,120000.0,205000.0,16
BARDEN RIDGE,480000.0,650000.0,705250.0,776250.0,1000000.0,56
BARDIA,385000.0,392500.0,400000.0,454750.0,509500.0,3
BARDWELL PARK,50000.0,668750.0,747500.0,910750.0,1100000.0,32
BARDWELL VALLEY,174000.0,600000.0,712500.0,783625.0,1030000.0,36
BARELLAN,90000.0,160000.0,230000.0,300000.0,370000.0,2
BARGO,36000.0,301500.0,377000.0,488500.0,1300000.0,75
BARHAM,80000.0,153125.0,219000.0,309500.0,660000.0,34
BARKERS VALE,320000.0,370000.0,420000.0,470000.0,520000.0,2
BARMEDMAN,30000.0,87075.0,107500.0,157500.0,650000.0,14
BARNEY DOWNS,580000.0,580000.0,580000.0,580000.0,580000.0,1
BARNSLEY,145000.0,280000.0,324000.0,420000.0,570000.0,25
BAROOGA,100000.0,170000.0,198500.0,262250.0,428000.0,36
BARRABA,10000.0,82500.0,118000.0,172500.0,400000.0,19
BARRACK HEIGHTS,8280.0,274000.0,315000.0,350000.0,560000.0,85
BARRACK POINT,450000.0,637500.0,945000.0,1073750.0,1220000.0,8
BARRAGGA BAY,755000.0,755000.0,755000.0,755000.0,755000.0,1
BARRENGARRY,265000.0,344000.0,458500.0,697500.0,1300000.0,6
BARRINGTON,280000.0,310000.0,330000.0,542500.0,1150000.0,4
BARRY,125000.0,125000.0,125000.0,125000.0,125000.0,1
BASIN VIEW,191000.0,237500.0,275000.0,292000.0,537000.0,31
BASS HILL,160000.0,389000.0,446000.0,511000.0,1200000.0,143
BATAR CREEK,565000.0,578750.0,592500.0,606250.0,620000.0,2
BATEAU BAY,17500.0,305000.0,370000.0,437500.0,782000.0,229
BATEHAVEN,3800.0,269625.0,322500.0,385875.0,880000.0,76
BATEMANS BAY,120000.0,234500.0,285500.0,338750.0,815000.0,46
BATHAMPTON,730000.0,730000.0,730000.0,730000.0,730000.0,1
BATHURST,45309.0,200000.0,245000.0,306250.0,825000.0,216
BATLOW,68500.0,120000.0,138750.0,186250.0,399000.0,16
BAULKHAM HILLS,45000.0,495000.0,568125.0,649325.0,1250000.0,638
BAW BAW,360000.0,360000.0,360000.0,360000.0,360000.0,1
BAWLEY POINT,260000.0,376250.0,417500.0,568750.0,1350000.0,22
BAYVIEW,88000.0,1050000.0,1480000.0,2000000.0,6500000.0,57
BEACON HILL,350000.0,750000.0,835000.0,975000.0,4500000.0,123
BEACONSFIELD,399000.0,563750.0,644750.0,747500.0,1950000.0,32
BEAUMONT,240000.0,510000.0,642500.0,725000.0,845000.0,4
BEAUMONT HILLS,78321.0,590000.0,648000.0,715000.0,940000.0,157
BECKOM,5000.0,5000.0,5000.0,5000.0,5000.0,1
BECTIVE,850000.0,850000.0,850000.0,850000.0,850000.0,1
BEECHWOOD,190000.0,253750.0,270000.0,521250.0,860000.0,8
BEECROFT,85000.0,730000.0,870000.0,1205000.0,2860000.0,169
BEELBANGERA,165000.0,178500.0,192000.0,193500.0,195000.0,3
BEGA,68000.0,181120.0,260000.0,325000.0,750000.0,109
BELBORA,275000.0,284750.0,294500.0,304250.0,314000.0,2
BELFIELD,64500.0,497250.0,630000.0,721250.0,1346000.0,108
BELFORD,800000.0,800000.0,800000.0,800000.0,800000.0,1
BELFRAYDEN,570000.0,570000.0,570000.0,570000.0,570000.0,1
BELGRAVIA,510000.0,514750.0,519500.0,524250.0,529000.0,2
BELIMBLA PARK,230000.0,373000.0,460000.0,540000.0,660000.0,7
BELLA VISTA,52000.0,653250.0,845000.0,1005000.0,1930000.0,131
BELLAMBI,145000.0,230500.0,337495.0,403750.0,1050000.0,58
BELLANGRY,514000.0,560500.0,607000.0,653500.0,700000.0,2
BELLATA,115000.0,123750.0,132500.0,141250.0,150000.0,2
BELLAWONGARAH,980000.0,1022500.0,1065000.0,1107500.0,1150000.0,2
BELLBIRD,95000.0,185000.0,230000.0,295000.0,565000.0,35
BELLBIRD HEIGHTS,160000.0,266000.0,275500.0,278500.0,379000.0,46
BELLBROOK,55000.0,72500.0,195000.0,268750.0,790000.0,6
BELLEVUE HILL,26000.0,590000.0,960000.0,2760000.0,23000000.0,289
BELLIMBOPINNI,495000.0,495000.0,495000.0,687500.0,880000.0,3
BELLINGEN,12500.0,292500.0,352500.0,430000.0,1400000.0,87
BELMONT,15000.0,325000.0,417500.0,600000.0,2800000.0,146
BELMONT NORTH,77000.0,302000.0,359000.0,441000.0,630000.0,109
BELMONT SOUTH,212000.0,308000.0,325000.0,385000.0,468000.0,19
BELMORE,69000.0,297000.0,382500.0,570000.0,1310105.0,200
BELMORE RIVER,315000.0,331250.0,347500.0,353750.0,360000.0,3
BELROSE,50000.0,690000.0,850000.0,950000.0,6000000.0,153
BEMBOKA,95500.0,163750.0,227500.0,294250.0,325000.0,6
BEN BULLEN,68500.0,68500.0,68500.0,68500.0,68500.0,1
BEN LOMOND,2100000.0,2100000.0,2100000.0,2100000.0,2100000.0,1
BENANDARAH,570000.0,570000.0,570000.0,570000.0,570000.0,1
BENDALONG,330000.0,377500.0,525000.0,837500.0,970000.0,6
BENDEMEER,35000.0,115500.0,155000.0,172500.0,220000.0,11
BENDICK MURRELL,47500.0,130625.0,213750.0,296875.0,380000.0,2
BENDOLBA,235000.0,235000.0,235000.0,235000.0,235000.0,1
BENDOURA,285000.0,292500.0,300000.0,350000.0,400000.0,3
BENI,360000.0,385000.0,395000.0,452500.0,460000.0,5
BENSVILLE,184500.0,410250.0,473500.0,516750.0,930000.0,50
BERALA,150000.0,300000.0,395000.0,470000.0,890000.0,163
