suburb,0p,25p,50p,75p,100p,count
ABBOTSBURY,171000.0,259500.0,310000.0,352500.0,540000.0,43
ABBOTSFORD,132500.0,345000.0,411000.0,538500.0,4401000.0,103
ABBOTSFORD POINT,290000.0,353750.0,376608.5,391162.75,430000.0,4
ABERCROMBIE,47500.0,57125.0,131625.0,182500.0,285000.0,28
ABERDARE,30000.0,58875.0,67750.0,95000.0,145000.0,44
ABERDEEN,13000.0,33500.0,80000.0,109250.0,130000.0,23
ABERGLASSLYN,39000.0,43000.0,55000.0,155500.0,225000.0,25
ABERMAIN,12000.0,45500.0,79000.0,93000.0,153000.0,31
ABERNETHY,18000.0,40000.0,62000.0,71000.0,80000.0,3
ACACIA GARDENS,110000.0,208950.0,265000.0,304250.0,2751000.0,34
ADAMINABY,23000.0,42625.0,90000.0,108500.0,401000.0,22
ADAMSTOWN,23000.0,110250.0,140000.0,164250.0,880000.0,159
ADAMSTOWN HEIGHTS,65500.0,145000.0,175000.0,210000.0,419000.0,96
ADAMSTOWN HTS,264500.0,264500.0,264500.0,264500.0,264500.0,1
ADELONG,8200.0,22250.0,59000.0,85000.0,120000.0,20
AGNES BANKS,172500.0,213125.0,253750.0,294375.0,335000.0,2
AGNES BANKS (RICHMOND),195000.0,203625.0,243750.0,300750.0,360000.0,4
AIRDS,45000.0,102500.0,120000.0,144750.0,205500.0,15
AKOLELE,29000.0,31750.0,34500.0,37250.0,40000.0,2
ALBION PARK,42500.0,113000.0,140000.0,175000.0,470000.0,365
ALBION PARK RAIL,10600.0,119500.0,134000.0,155000.0,320000.0,150
ALBURY,8550.0,75000.0,110000.0,149925.0,2650000.0,640
ALEXANDRIA,25500.0,275750.0,328750.0,390000.0,3300000.0,158
ALFORDS POINT,186000.0,385000.0,440000.0,506500.0,725000.0,47
ALLAMBIE,310000.0,365000.0,406500.0,452000.0,620000.0,9
ALLAMBIE HEIGHTS,7600.0,366500.0,407250.0,468136.25,860000.0,80
ALLAWAH,84000.0,210000.0,237000.0,260000.0,720000.0,81
ALSTONVILLE,45000.0,118000.0,143000.0,175000.0,990000.0,169
AMBARVALE,1300.0,121250.0,135500.0,163750.0,275000.0,178
ANGOURIE,170000.0,200000.0,230000.0,257500.0,356500.0,7
ANNA BAY,53500.0,114500.0,160000.0,205000.0,542500.0,147
ANNANDALE,15000.0,311000.0,380000.0,455000.0,2500000.0,271
ANNANGROVE,485000.0,507000.0,529000.0,551000.0,573000.0,2
APPIN,86000.0,175000.0,212000.0,289000.0,420000.0,27
ARAKOON,260000.0,290000.0,320000.0,350000.0,380000.0,2
ARCADIA VALE,14000.0,61875.0,118975.0,176000.0,390000.0,54
ARGENTON,20000.0,70000.0,96000.0,115000.0,134000.0,29
ARMIDALE,18000.0,81000.0,110000.0,140000.0,1075000.0,373
ARNCLIFFE,2450.0,208000.0,258000.0,332000.0,1265000.0,277
ARRAWARRA,35000.0,101500.0,127000.0,140500.0,153000.0,7
ARTARMON,12600.0,254000.0,295000.0,357500.0,3776000.0,307
ASHBURY,210000.0,320000.0,355500.0,400000.0,3550000.0,54
ASHBY,67500.0,117500.0,131250.0,155000.0,270000.0,8
ASHCROFT,25000.0,123750.0,140250.0,158500.0,185000.0,60
ASHFIELD,290.0,187800.0,232500.0,315000.0,3154000.0,544
ASHFORD,12000.0,18000.0,37700.0,58500.0,101000.0,10
ASHLEY,15000.0,43750.0,102500.0,120000.0,130000.0,6
ASHMONT,32000.0,64000.0,92000.0,108375.0,1200000.0,78
ASHTONFIELD,16250.0,74500.0,151950.0,200000.0,1900003.0,168
ASQUITH,80000.0,285750.0,310000.0,350625.0,1560000.0,72
AUBURN,33000.0,156875.0,210000.0,256250.0,4103000.0,608
AUSTINMER,55000.0,223750.0,325000.0,425000.0,660000.0,44
AVALON,108500.0,397500.0,475000.0,592000.0,2750000.0,213
AVALON BEACH,90000.0,267500.0,415000.0,552500.0,2000000.0,75
AVOCA BEACH,14400.0,215000.0,265000.0,319000.0,1510000.0,197
AWABA,98000.0,104375.0,110750.0,117125.0,123500.0,2
BALARANG,110000.0,147500.0,159000.0,173750.0,245000.0,19
BALCOLYN,56000.0,113750.0,173500.0,282500.0,551000.0,32
BALGOWLAH,10.0,337500.0,455000.0,600000.0,5200000.0,250
BALGOWLAH HEIGHTS,146000.0,667500.0,792500.0,970000.0,2300000.0,81
BALGOWNIE,17000.0,166000.0,205000.0,260000.0,1450000.0,145
BALLDALE,3000.0,3500.0,4000.0,16500.0,29000.0,3
BALLINA,976.0,116000.0,148000.0,192500.0,3600000.0,337
BALLINA NSW,455000.0,455000.0,455000.0,455000.0,455000.0,1
BALMAIN,2300.0,355000.0,460000.0,625000.0,2850000.0,569
BALMAIN EAST,615000.0,650000.0,685000.0,705000.0,725000.0,3
BALMORAL,36500.0,181500.0,450000.0,1232500.0,6400000.0,84
BALMORAL BEACH,298000.0,418750.0,660000.0,1025000.0,2700000.0,7
BALMORAL(RATHMINES),49000.0,81000.0,113000.0,114000.0,115000.0,3
BANGALOW,40000.0,63000.0,75000.0,161250.0,289500.0,76
BANGOR,230000.0,333000.0,360000.0,396000.0,530000.0,71
BANKSIA,50000.0,237375.0,294750.0,356875.0,710000.0,30
BANKSMEADOW,365000.0,367500.0,370000.0,372500.0,375000.0,2
BANKSTOWN,1175.0,169000.0,191000.0,245000.0,2400000.0,902
BANORA POINT,105.0,96000.0,144150.0,175000.0,790000.0,610
BAR BEACH,130000.0,219750.0,390000.0,515000.0,810000.0,31
BARDEN RIDGE,80000.0,316500.0,380000.0,437000.0,1500000.0,77
BARDWELL PARK,118500.0,305000.0,375000.0,428500.0,770000.0,51
BARDWELL VALLEY,160000.0,267250.0,292000.0,384000.0,660000.0,28
BARGO,58000.0,114750.0,143000.0,176250.0,285000.0,60
BARNSLEY,15000.0,88750.0,109750.0,116837.5,185000.0,38
BARRA BRUI,405000.0,459000.0,485000.0,660150.0,720000.0,13
BARRACK HEIGHTS,55000.0,124000.0,145000.0,170500.0,297000.0,115
BARRACK POINT,83000.0,100500.0,169000.0,216500.0,500000.0,19
BARRINGTON,25000.0,58750.0,95000.0,137500.0,190000.0,4
BASIN VIEW,15000.0,48500.0,82500.0,115500.0,245000.0,59
BASS HILL,1740.0,213500.0,235000.0,265000.0,395000.0,155
BATEAU BAY,12000.0,155000.0,195000.0,238875.0,565000.0,364
BATEHAVEN,36500.0,89625.0,113750.0,150250.0,420000.0,88
BATEMANS BAY,3000.0,76000.0,111750.0,150000.0,1040000.0,152
BATHURST,8500.0,90000.0,120000.0,154500.0,640000.0,343
BATLOW,7750.0,31000.0,50000.0,72000.0,110000.0,21
BAULKHAM HILLS,500.0,270000.0,305000.0,358000.0,6700000.0,1001
BAWLEY POINT,55000.0,101250.0,154000.0,181000.0,222500.0,8
BAYLDON,20000.0,74250.0,120000.0,141800.0,415000.0,120
BAYVIEW,165000.0,473000.0,582000.0,792500.0,6851000.0,47
BEACON HILL,3420.0,378000.0,419500.0,466000.0,4211000.0,132
BEAUTY POINT,725000.0,960000.0,1325000.0,1600000.0,3000000.0,21
BEECROFT,3000.0,410375.0,464250.0,589750.0,1320000.0,158
BEGA,16000.0,70000.0,84750.0,102687.5,210000.0,94
BELFIELD,2500.0,232250.0,292000.0,340625.0,1663000.0,116
BELLA VISTA,185000.0,275000.0,376500.0,496750.0,625000.0,55
BELLAMBI,8320.0,115500.0,142500.0,170000.0,360000.0,67
BELLBIRD,42000.0,75000.0,88000.0,110000.0,850000.0,29
BELLBIRD HEIGHTS,48500.0,95750.0,118250.0,160500.0,190000.0,20
BELLEVUE HILL,3800.0,340000.0,642500.0,1300750.0,6800000.0,274
BELLINGEN,24500.0,70000.0,120000.0,145000.0,350000.0,89
BELMONT,5000.0,93750.0,130000.0,180000.0,2370000.0,256
BELMONT NORTH,4000.0,114750.0,134250.0,163125.0,465000.0,144
BELMONT SOUTH,47500.0,102475.0,123500.0,155750.0,760000.0,35
BELMORE,8750.0,135000.0,217500.0,292250.0,1220000.0,260
BELMORE SOUTH,315000.0,315000.0,315000.0,315000.0,315000.0,1
BELONGIL,78000.0,95750.0,145000.0,181500.0,228000.0,23
BELROSE,47000.0,422500.0,449000.0,511500.0,3100000.0,147
BEMBOKA,5000.0,35500.0,70000.0,79750.0,92000.0,7
BEN LOMOND,12000.0,16875.0,21750.0,26625.0,31500.0,2
BENSVILLE,80000.0,155200.0,189000.0,242250.0,1790000.0,79
BERALA,63500.0,115625.0,188500.0,254750.0,820000.0,126
BERESFIELD,47500.0,84000.0,94000.0,110000.0,222500.0,40
BERKELEY,35000.0,83000.0,104000.0,130000.0,1200000.0,129
BERKELEY VALE,32400.0,139000.0,160000.0,187875.0,382500.0,274
BERMAGUI,19500.0,56250.0,95600.0,141250.0,400000.0,95
BEROWRA,150000.0,265250.0,300200.0,339000.0,640000.0,93
BEROWRA HEIGHTS,122500.0,275000.0,305000.0,346250.0,1300000.0,95
BEROWRA WATERS,62000.0,140625.0,160000.0,363750.0,575000.0,18
BERRARA,50000.0,101000.0,125000.0,141500.0,400000.0,23
BERRIDALE,6000.0,35500.0,66000.0,84250.0,180000.0,24
BERRIMA,38500.0,90000.0,185000.0,205000.0,500000.0,13
